"X","Dickeya_dadantii_3937","Dickeya_dianthicola_67_19","Dickeya_dianthicola_ME23","Dda3937_locus","DdiaME23_locus","Ddia6719_locus"
"group_00179","WP_013319565.1","WP_024109219.1","WP_024109219.1","DDA3937_RS18525","DZA65_RS19585","HGI48_RS18450"
"group_00180","WP_013320118.1","WP_192989844.1","WP_024109380.1","DDA3937_RS21380","DZA65_RS22620","HGI48_RS21635"
"group_00181","WP_013315742.1","WP_192989794.1","WP_024108054.1","DDA3937_RS00170","DZA65_RS22160","HGI48_RS21190"
"group_00182","WP_013319865.1","WP_192989684.1","WP_024107662.1","DDA3937_RS20105","DZA65_RS21290","HGI48_RS20245"
"group_00183","WP_033111965.1","WP_192988969.1","WP_026594808.1","DDA3937_RS14600","DZA65_RS15485","HGI48_RS14550"
"group_00184","WP_013320048.1","WP_192989892.1","WP_024109351.1","DDA3937_RS21055","DZA65_RS00220","HGI48_RS00215"
"group_00185","WP_013316325.1","WP_192990281.1","WP_024104596.1","DDA3937_RS03090","DZA65_RS03255","HGI48_RS03260"
"group_00186","WP_013317816.1","WP_192991222.1","WP_024108752.1","DDA3937_RS10150","DZA65_RS10595","HGI48_RS10180"
"group_00187","WP_013318205.1","WP_192988655.1","WP_024108841.1","DDA3937_RS12025","DZA65_RS12570","HGI48_RS12120"
"group_00188","WP_013320094.1","WP_192989865.1","WP_024109368.1","DDA3937_RS21265","DZA65_RS00035","HGI48_RS00045"
"group_00189","WP_013317039.1","WP_192990316.1","WP_024104660.1","DDA3937_RS06575","DZA65_RS03615","HGI48_RS03505"
"group_00190","WP_013319567.1","WP_024107369.1","WP_024107369.1","DDA3937_RS18535","DZA65_RS19595","HGI48_RS18460"
"group_00191","WP_013318083.1","WP_024106058.1","WP_024106058.1","DDA3937_RS11435","DZA65_RS11820","HGI48_RS11480"
"group_00192","WP_013318305.1","WP_192988718.1","WP_024106268.1","DDA3937_RS12500","DZA65_RS13005","HGI48_RS12555"
"group_00193","WP_013319270.1","WP_192989310.1","WP_024107111.1","DDA3937_RS17095","DZA65_RS18230","HGI48_RS17145"
"group_00194","WP_013320125.1","WP_192989843.1","WP_024107897.1","DDA3937_RS21410","DZA65_RS22605","HGI48_RS21620"
"group_00195","WP_013318192.1","WP_192988645.1","WP_024106169.1","DDA3937_RS11965","DZA65_RS12505","HGI48_RS12055"
"group_00196","WP_013318129.1","WP_192988600.1","WP_103415970.1","DDA3937_RS11665","DZA65_RS12210","HGI48_RS11725"
"group_00197","WP_013318997.1","WP_192989149.1","WP_024109100.1","DDA3937_RS15690","DZA65_RS16855","HGI48_RS15775"
"group_00198","WP_013318885.1","WP_192989069.1","WP_024109058.1","DDA3937_RS15145","DZA65_RS16040","HGI48_RS15220"
"group_00199","WP_013317840.1","WP_192991236.1","WP_024105847.1","DDA3937_RS10245","DZA65_RS10730","HGI48_RS10255"
"group_00200","WP_013318515.1","WP_024106489.1","WP_024106489.1","DDA3937_RS13505","DZA65_RS14035","HGI48_RS13550"
"group_00201","WP_013317471.1","WP_192991016.1","WP_024105514.1","DDA3937_RS08530","DZA65_RS08990","HGI48_RS08695"
"group_00202","WP_013318303.1","WP_192988716.1","WP_024106266.1","DDA3937_RS12490","DZA65_RS12995","HGI48_RS12545"
"group_00203","WP_013316947.1","WP_192990660.1","WP_024108485.1","DDA3937_RS06085","DZA65_RS06480","HGI48_RS06130"
"group_00204","WP_013318749.1","WP_192988960.1","WP_024106635.1","DDA3937_RS14515","DZA65_RS15420","HGI48_RS14485"
"group_00205","WP_013316967.1","WP_192990670.1","WP_024105073.1","DDA3937_RS06170","DZA65_RS06560","HGI48_RS06215"
"group_00206","WP_033112039.1","WP_192989323.1","WP_024109172.1","DDA3937_RS17185","DZA65_RS18330","HGI48_RS17240"
"group_00207","WP_071604495.1","WP_071598731.1","WP_071598731.1","DDA3937_RS03030","DZA65_RS03195","HGI48_RS03200"
"group_00208","WP_013317070.1","WP_161131488.1","WP_024108516.1","DDA3937_RS06720","DZA65_RS07095","HGI48_RS06740"
"group_00209","WP_013317003.1","WP_192990697.1","WP_024105107.1","DDA3937_RS06380","DZA65_RS06770","HGI48_RS06425"
"group_00210","WP_013317851.1","WP_192991243.1","WP_024105857.1","DDA3937_RS10300","DZA65_RS10785","HGI48_RS10310"
"group_00211","WP_013318009.1","WP_192991361.1","WP_024105996.1","DDA3937_RS11075","DZA65_RS11475","HGI48_RS11095"
"group_00212","WP_033112113.1","WP_192989597.1","WP_026594864.1","DDA3937_RS19465","DZA65_RS20675","HGI48_RS19595"
"group_00213","WP_013316052.1","WP_192990061.1","WP_024104279.1","DDA3937_RS01765","DZA65_RS01735","HGI48_RS01660"
"group_00214","WP_013318112.1","WP_192988588.1","WP_024106098.1","DDA3937_RS11585","DZA65_RS12125","HGI48_RS11640"
"group_00215","WP_013317238.1","WP_192990827.1","WP_026594708.1","DDA3937_RS07470","DZA65_RS07855","HGI48_RS07345"
"group_00216","WP_033112093.1","WP_192989479.1","WP_024107353.1","DDA3937_RS18455","DZA65_RS19525","HGI48_RS18385"
"group_00217","WP_033111871.1","WP_192988551.1","WP_024108905.1","DDA3937_RS11240","DZA65_RS11620","HGI48_RS11275"
"group_00218","WP_167535242.1","WP_192991378.1","WP_024104189.1","DDA3937_RS01175","DZA65_RS01215","HGI48_RS01170"
"group_00219","WP_033111611.1","WP_192990355.1","WP_024104714.1","DDA3937_RS03725","DZA65_RS03890","HGI48_RS03765"
"group_00220","WP_013315985.1","WP_192990029.1","WP_024104222.1","DDA3937_RS01425","DZA65_RS01405","HGI48_RS01345"
"group_00221","WP_013316448.1","WP_192990350.1","WP_024108260.1","DDA3937_RS03675","DZA65_RS03860","HGI48_RS03735"
"group_00222","WP_013318707.1","WP_192988934.1","WP_024106596.1","DDA3937_RS14325","DZA65_RS14975","HGI48_RS14300"
"group_00223","WP_033111764.1","WP_192990886.1","WP_103415752.1","DDA3937_RS07995","DZA65_RS08340","HGI48_RS07745"
"group_00224","WP_013316832.1","WP_192990611.1","WP_024104960.1","DDA3937_RS05530","DZA65_RS05915","HGI48_RS05590"
"group_00225","WP_013320164.1","WP_192989812.1","WP_024107941.1","DDA3937_RS21605","DZA65_RS22360","HGI48_RS21380"
"group_00226","WP_013317523.1","WP_192991041.1","WP_024105549.1","DDA3937_RS08780","DZA65_RS09165","HGI48_RS08860"
"group_00227","WP_013317452.1","WP_192991454.1","WP_024108656.1","DDA3937_RS08445","DZA65_RS08900","HGI48_RS08610"
"group_00228","WP_033111825.1","WP_192991156.1","WP_081634308.1","DDA3937_RS09695","DZA65_RS10015","HGI48_RS09705"
"group_00229","WP_033111858.1","WP_192991319.1","WP_024105951.1","DDA3937_RS10860","DZA65_RS11280","HGI48_RS10815"
"group_00230","WP_013318789.1","WP_192988984.1","WP_024109039.1","DDA3937_RS14700","DZA65_RS15585","HGI48_RS14640"
"group_00231","WP_013318810.1","WP_192988998.1","WP_024106685.1","DDA3937_RS14800","DZA65_RS15680","HGI48_RS14735"
"group_00232","WP_148226899.1","WP_192991437.1","WP_051146765.1","DDA3937_RS07745","DZA65_RS08105","HGI48_RS07560"
"group_00233","WP_013318374.1","WP_192988755.1","WP_024106328.1","DDA3937_RS12835","DZA65_RS13370","HGI48_RS12905"
"group_00234","WP_013319728.1","WP_024107547.1","WP_024107547.1","DDA3937_RS19415","DZA65_RS20625","HGI48_RS19535"
"group_00235","WP_013316885.1","WP_024105005.1","WP_024105005.1","DDA3937_RS05795","DZA65_RS06170","HGI48_RS05845"
"group_00236","WP_013319654.1","WP_024107478.1","WP_024107478.1","DDA3937_RS18965","DZA65_RS20180","HGI48_RS19060"
"group_00237","WP_013317295.1","WP_192990852.1","WP_024105351.1","DDA3937_RS07735","DZA65_RS08095","HGI48_RS07550"
"group_00238","WP_013319533.1","WP_192989470.1","WP_024107337.1","DDA3937_RS18370","DZA65_RS19445","HGI48_RS18305"
"group_00239","WP_013319818.1","WP_192989656.1","WP_024107619.1","DDA3937_RS19850","DZA65_RS21045","HGI48_RS20005"
"group_00240","WP_013315717.1","WP_024103996.1","WP_024103996.1","DDA3937_RS00025","DZA65_RS22335","HGI48_RS21355"
"group_00241","WP_013316882.1","WP_192990629.1","WP_024105003.1","DDA3937_RS05780","DZA65_RS06155","HGI48_RS05830"
"group_00242","WP_013319874.1","WP_161132493.1","WP_024107671.1","DDA3937_RS20155","DZA65_RS21335","HGI48_RS20295"
"group_00243","WP_013317017.1","WP_024105119.1","WP_024105119.1","DDA3937_RS06450","DZA65_RS06835","HGI48_RS06490"
"group_00244","WP_013315736.1","WP_024104021.1","WP_024104021.1","DDA3937_RS00140","DZA65_RS22195","HGI48_RS21220"
"group_00245","WP_013317141.1","WP_192990918.1","WP_103415755.1","DDA3937_RS07030","DZA65_RS08555","HGI48_RS07960"
"group_00246","WP_013317292.1","WP_192990849.1","WP_103415744.1","DDA3937_RS07720","DZA65_RS08080","HGI48_RS07535"
"group_00247","WP_033112139.1","WP_192989949.1","WP_024109321.1","DDA3937_RS20565","DZA65_RS00705","HGI48_RS00650"
"group_00248","WP_013318699.1","WP_192988929.1","WP_024106589.1","DDA3937_RS14285","DZA65_RS14935","HGI48_RS14260"
"group_00249","WP_013320151.1","WP_192989817.1","WP_024109387.1","DDA3937_RS21540","DZA65_RS22425","HGI48_RS21445"
"group_00250","WP_013317613.1","WP_192991091.1","WP_024105621.1","DDA3937_RS09190","DZA65_RS09535","HGI48_RS09230"
"group_00251","WP_033112188.1","WP_192991382.1","WP_024104233.1","DDA3937_RS01480","DZA65_RS01460","HGI48_RS01400"
"group_00252","WP_013316228.1","WP_192990196.1","WP_024109616.1","DDA3937_RS02580","DZA65_RS02720","HGI48_RS02610"
"group_00253","WP_013320034.1","WP_192989900.1","WP_024107826.1","DDA3937_RS20980","DZA65_RS00265","HGI48_RS00260"
"group_00254","WP_013318689.1","WP_192988923.1","WP_024106579.1","DDA3937_RS14240","DZA65_RS14890","HGI48_RS14215"
"group_00255","WP_033111856.1","WP_024109913.1","WP_024105938.1","DDA3937_RS10790","DZA65_RS11215","HGI48_RS10745"
"group_00256","WP_013319010.1","WP_024106894.1","WP_024106894.1","DDA3937_RS15745","DZA65_RS16910","HGI48_RS15830"
"group_00257","WP_013317603.1","WP_192991087.1","WP_024108691.1","DDA3937_RS09150","DZA65_RS09490","HGI48_RS09190"
"group_00258","WP_013318559.1","WP_192988863.1","WP_024108945.1","DDA3937_RS13700","DZA65_RS14285","HGI48_RS13795"
"group_00259","WP_013317849.1","WP_192991242.1","WP_024105855.1","DDA3937_RS10290","DZA65_RS10775","HGI48_RS10300"
"group_00260","WP_013318353.1","WP_192988744.1","WP_024106309.1","DDA3937_RS12730","DZA65_RS13260","HGI48_RS12795"
"group_00261","WP_033111597.1","WP_192990317.1","WP_024104662.1","DDA3937_RS03410","DZA65_RS03625","HGI48_RS03510"
"group_00262","WP_193345743.1","WP_192991512.1","WP_035044754.1","DDA3937_RS13545","DZA65_RS14075","HGI48_RS13590"
"group_00263","WP_013316041.1","WP_192990053.1","WP_024104269.1","DDA3937_RS01710","DZA65_RS01680","HGI48_RS01605"
"group_00264","WP_013317233.1","WP_192990823.1","WP_024105256.1","DDA3937_RS07445","DZA65_RS07830","HGI48_RS07320"
"group_00265","WP_013317796.1","WP_192991211.1","WP_024108750.1","DDA3937_RS10055","DZA65_RS10500","HGI48_RS10085"
"group_00266","WP_013319470.1","WP_024107282.1","WP_024107282.1","DDA3937_RS18070","DZA65_RS19150","HGI48_RS18005"
"group_00267","WP_013316300.1","WP_192990275.1","WP_024108207.1","DDA3937_RS02950","DZA65_RS03110","HGI48_RS03115"
"group_00268","WP_033112087.1","WP_192989432.1","WP_024109199.1","DDA3937_RS18110","DZA65_RS19190","HGI48_RS18045"
"group_00269","WP_013317718.1","WP_192991153.1","WP_024105707.1","DDA3937_RS09665","DZA65_RS09985","HGI48_RS09675"
"group_00270","WP_013317596.1","WP_192991083.1","WP_024105606.1","DDA3937_RS09115","DZA65_RS09455","HGI48_RS09155"
"group_00271","WP_013318963.1","WP_192989129.1","WP_024106852.1","DDA3937_RS15525","DZA65_RS16700","HGI48_RS15625"
"group_00272","WP_013318467.1","WP_024106405.1","WP_024106405.1","DDA3937_RS13250","DZA65_RS13790","HGI48_RS13315"
"group_00273","WP_013318777.1","WP_192988977.1","WP_024109036.1","DDA3937_RS14650","DZA65_RS15535","HGI48_RS14595"
"group_00274","WP_013319585.1","WP_192989496.1","WP_024109226.1","DDA3937_RS18620","DZA65_RS19690","HGI48_RS18555"
"group_00275","WP_013319672.1","WP_192989571.1","WP_024107492.1","DDA3937_RS19050","DZA65_RS20260","HGI48_RS19140"
"group_00276","WP_013317974.1","WP_192991330.1","WP_103415879.1","DDA3937_RS10920","DZA65_RS11335","HGI48_RS10875"
"group_00277","WP_013319236.1","WP_192989288.1","WP_024107083.1","DDA3937_RS16940","DZA65_RS18085","HGI48_RS17010"
"group_00278","WP_013319324.1","WP_192989347.1","WP_024107159.1","DDA3937_RS17360","DZA65_RS18495","HGI48_RS17405"
"group_00279","WP_013316823.1","WP_024104951.1","WP_024104951.1","DDA3937_RS05480","DZA65_RS05865","HGI48_RS05540"
"group_00280","WP_013319194.1","WP_192989267.1","WP_024107047.1","DDA3937_RS16710","DZA65_RS17870","HGI48_RS16795"
"group_00281","WP_013319773.1","WP_192989624.1","WP_024109270.1","DDA3937_RS19630","DZA65_RS20855","HGI48_RS19765"
"group_00282","WP_013317493.1","WP_192991027.1","WP_024108663.1","DDA3937_RS08635","DZA65_RS09065","HGI48_RS08775"
"group_00283","WP_139348318.1","WP_192989320.1","WP_103415637.1","DDA3937_RS17160","DZA65_RS18295","HGI48_RS17215"
"group_00284","WP_013317979.1","WP_192991333.1","WP_024105972.1","DDA3937_RS10940","DZA65_RS11350","HGI48_RS10890"
"group_00285","WP_013318294.1","WP_192988712.1","WP_024106259.1","DDA3937_RS12440","DZA65_RS12955","HGI48_RS12505"
"group_00286","WP_013316787.1","WP_192990579.1","WP_024104918.1","DDA3937_RS05295","DZA65_RS05680","HGI48_RS05380"
"group_00287","WP_013318232.1","WP_192988673.1","WP_024106207.1","DDA3937_RS12150","DZA65_RS12695","HGI48_RS12245"
"group_00288","WP_013316299.1","WP_161132785.1","WP_024104574.1","DDA3937_RS02945","DZA65_RS03105","HGI48_RS03110"
"group_00289","WP_013317908.1","WP_192991284.1","WP_103415875.1","DDA3937_RS10590","DZA65_RS11070","HGI48_RS10590"
"group_00290","WP_013316368.1","WP_192990308.1","WP_024108233.1","DDA3937_RS03310","DZA65_RS03495","HGI48_RS03450"
"group_00291","WP_013318641.1","WP_192988894.1","WP_024106542.1","DDA3937_RS14030","DZA65_RS14700","HGI48_RS14025"
"group_00292","WP_013316990.1","WP_192990689.1","WP_024105096.1","DDA3937_RS06320","DZA65_RS06710","HGI48_RS06365"
"group_00293","WP_013319478.1","WP_192989431.1","WP_024107289.1","DDA3937_RS18105","DZA65_RS19185","HGI48_RS18040"
"group_00294","WP_013319222.1","WP_192989279.1","WP_024107070.1","DDA3937_RS16870","DZA65_RS18015","HGI48_RS16940"
"group_00295","WP_013319487.1","WP_192989440.1","WP_024107300.1","DDA3937_RS18150","DZA65_RS19245","HGI48_RS18095"
"group_00296","WP_013317064.1","WP_192990734.1","WP_024105167.1","DDA3937_RS06700","DZA65_RS07070","HGI48_RS06715"
"group_00297","WP_033111975.1","WP_192989047.1","WP_024106709.1","DDA3937_RS14990","DZA65_RS15830","HGI48_RS15085"
"group_00298","WP_033111652.1","WP_192990480.1","WP_103415921.1","DDA3937_RS04670","DZA65_RS04550","HGI48_RS04630"
"group_00299","WP_013319237.1","WP_192989289.1","WP_024107084.1","DDA3937_RS16945","DZA65_RS18090","HGI48_RS17015"
"group_00300","WP_013317459.1","WP_192991008.1","WP_024105504.1","DDA3937_RS08480","DZA65_RS08935","HGI48_RS08645"
"group_00301","WP_013317695.1","WP_192991137.1","WP_024108715.1","DDA3937_RS09540","DZA65_RS09865","HGI48_RS09555"
"group_00302","WP_013315740.1","WP_192989796.1","WP_024108053.1","DDA3937_RS00160","DZA65_RS22175","HGI48_RS21200"
"group_00303","WP_013318502.1","WP_192988828.1","WP_103415898.1","DDA3937_RS13435","DZA65_RS13965","HGI48_RS13480"
"group_00304","WP_013316864.1","WP_192990625.1","WP_024104988.1","DDA3937_RS05690","DZA65_RS06060","HGI48_RS05735"
"group_00305","WP_033111766.1","WP_192990896.1","WP_024109843.1","DDA3937_RS08060","DZA65_RS08400","HGI48_RS07805"
"group_00306","WP_013318067.1","WP_192988561.1","WP_024106041.1","DDA3937_RS11340","DZA65_RS11725","HGI48_RS11380"
"group_00307","WP_013316863.1","WP_192990624.1","WP_024104987.1","DDA3937_RS05685","DZA65_RS06055","HGI48_RS05730"
"group_00308","WP_013316889.1","WP_192990632.1","WP_024105009.1","DDA3937_RS05815","DZA65_RS06190","HGI48_RS05865"
"group_00309","WP_013316913.1","WP_192990642.1","WP_024105028.1","DDA3937_RS05915","DZA65_RS06295","HGI48_RS05960"
"group_00310","WP_013319770.1","WP_192989620.1","WP_024107582.1","DDA3937_RS19610","DZA65_RS20830","HGI48_RS19740"
"group_00311","WP_013320072.1","WP_192989874.1","WP_024107856.1","DDA3937_RS21160","DZA65_RS00120","HGI48_RS00105"
"group_00312","WP_013320116.1","WP_192989846.1","WP_024109378.1","DDA3937_RS21370","DZA65_RS22630","HGI48_RS21645"
"group_00313","WP_013319250.1","WP_192989296.1","WP_024107093.1","DDA3937_RS17005","DZA65_RS18135","HGI48_RS17060"
"group_00314","WP_013319665.1","WP_192989565.1","WP_024107485.1","DDA3937_RS19015","DZA65_RS20220","HGI48_RS19100"
"group_00315","WP_013317750.1","WP_192991177.1","WP_024105740.1","DDA3937_RS09840","DZA65_RS10180","HGI48_RS09850"
"group_00316","WP_013317373.1","WP_161131967.1","WP_024108637.1","DDA3937_RS08095","DZA65_RS08415","HGI48_RS07825"
"group_00317","WP_013316618.1","WP_192990453.1","WP_024104757.1","DDA3937_RS04480","DZA65_RS04355","HGI48_RS04440"
"group_00318","WP_013319552.1","WP_192989480.1","WP_024107354.1","DDA3937_RS18460","DZA65_RS19530","HGI48_RS18390"
"group_00319","WP_013315801.1","WP_192989763.1","WP_024104074.1","DDA3937_RS00460","DZA65_RS21920","HGI48_RS20925"
"group_00320","WP_013319726.1","WP_192989590.1","WP_024107545.1","DDA3937_RS19405","DZA65_RS20615","HGI48_RS19525"
"group_00321","WP_013317701.1","WP_192991141.1","WP_024105692.1","DDA3937_RS09580","DZA65_RS09905","HGI48_RS09595"
"group_00322","WP_013317784.1","WP_192991204.1","WP_103415942.1","DDA3937_RS10015","DZA65_RS10455","HGI48_RS10045"
"group_00323","WP_013316631.1","WP_192990460.1","WP_024108313.1","DDA3937_RS04540","DZA65_RS04420","HGI48_RS04500"
"group_00324","WP_013319864.1","WP_192989683.1","WP_103415950.1","DDA3937_RS20100","DZA65_RS21285","HGI48_RS20240"
"group_00325","WP_013318107.1","WP_192991479.1","WP_024106093.1","DDA3937_RS11560","DZA65_RS12100","HGI48_RS11615"
"group_00326","WP_013317696.1","WP_192991138.1","WP_024105687.1","DDA3937_RS09545","DZA65_RS09870","HGI48_RS09560"
"group_00327","WP_013316998.1","WP_192990693.1","WP_024108495.1","DDA3937_RS06355","DZA65_RS06745","HGI48_RS06400"
"group_00328","WP_033112214.1","WP_192990343.1","WP_024108253.1","DDA3937_RS03600","DZA65_RS03815","HGI48_RS03695"
"group_00329","WP_013317599.1","WP_192991085.1","WP_024105608.1","DDA3937_RS09130","DZA65_RS09470","HGI48_RS09170"
"group_00330","WP_013319877.1","WP_192989695.1","WP_024107674.1","DDA3937_RS20170","DZA65_RS21350","HGI48_RS20310"
"group_00331","WP_013319125.1","WP_024109131.1","WP_103415635.1","DDA3937_RS16370","DZA65_RS17555","HGI48_RS16470"
"group_00332","WP_013316253.1","WP_192990205.1","WP_024108197.1","DDA3937_RS02705","DZA65_RS02835","HGI48_RS02680"
"group_00333","WP_013318188.1","WP_192988642.1","WP_024106165.1","DDA3937_RS11945","DZA65_RS12485","HGI48_RS12035"
"group_00334","WP_013319016.1","WP_192989158.1","WP_024106898.1","DDA3937_RS15770","DZA65_RS16935","HGI48_RS15855"
"group_00335","WP_013319808.1","WP_192989651.1","WP_024107613.1","DDA3937_RS19810","DZA65_RS21015","HGI48_RS19970"
"group_00336","WP_013317954.1","WP_192991311.1","WP_024105943.1","DDA3937_RS10820","DZA65_RS11245","HGI48_RS10775"
"group_00337","WP_033111590.1","WP_192990298.1","WP_024104628.1","DDA3937_RS03235","DZA65_RS03430","HGI48_RS03385"
"group_00338","WP_071604526.1","WP_024105711.1","WP_024105711.1","DDA3937_RS09685","DZA65_RS10005","HGI48_RS09695"
"group_00339","WP_013319899.1","WP_192989977.1","WP_024107697.1","DDA3937_RS20320","DZA65_RS00965","HGI48_RS00905"
"group_00340","WP_013319299.1","WP_192989328.1","WP_024109173.1","DDA3937_RS17240","DZA65_RS18385","HGI48_RS17295"
"group_00341","WP_013317865.1","WP_192991252.1","WP_024105868.1","DDA3937_RS10375","DZA65_RS10860","HGI48_RS10380"
"group_00342","WP_013320103.1","WP_192989859.1","WP_024107880.1","DDA3937_RS21305","DZA65_RS22700","HGI48_RS21715"
"group_00343","WP_013319644.1","WP_192989545.1","WP_024107449.1","DDA3937_RS18915","DZA65_RS20020","HGI48_RS18920"
"group_00344","WP_013317635.1","WP_192991100.1","WP_024108699.1","DDA3937_RS09280","DZA65_RS09610","HGI48_RS09305"
"group_00345","WP_033111486.1","WP_192989790.1","WP_024104032.1","DDA3937_RS00200","DZA65_RS22130","HGI48_RS21160"
"group_00346","WP_013318398.1","WP_192988770.1","WP_024106347.1","DDA3937_RS12930","DZA65_RS13465","HGI48_RS13005"
"group_00347","WP_033111485.1","WP_192989791.1","WP_103415854.1","DDA3937_RS00195","DZA65_RS22135","HGI48_RS21165"
"group_00348","WP_013320058.1","WP_192989883.1","WP_024109355.1","DDA3937_RS21100","DZA65_RS00180","HGI48_RS00160"
"group_00349","WP_013318183.1","WP_192988638.1","WP_024106160.1","DDA3937_RS11920","DZA65_RS12460","HGI48_RS12010"
"group_00350","WP_033111601.1","WP_192990330.1","WP_103415932.1","DDA3937_RS03500","DZA65_RS03720","HGI48_RS03600"
"group_00351","WP_013318941.1","WP_192989116.1","WP_024109083.1","DDA3937_RS15415","DZA65_RS16605","HGI48_RS15530"
"group_00352","WP_013318455.1","WP_024106399.1","WP_024106399.1","DDA3937_RS13220","DZA65_RS13755","HGI48_RS13280"
"group_00353","WP_013316327.1","WP_192990282.1","WP_024104598.1","DDA3937_RS03100","DZA65_RS03270","HGI48_RS03275"
"group_00354","WP_013317509.1","WP_192991033.1","WP_103415960.1","DDA3937_RS08710","DZA65_RS09110","HGI48_RS08805"
"group_00355","WP_013319492.1","WP_192989443.1","WP_024107304.1","DDA3937_RS18170","DZA65_RS19270","HGI48_RS18120"
"group_00356","WP_013318488.1","WP_192988822.1","WP_024106463.1","DDA3937_RS13365","DZA65_RS13895","HGI48_RS13410"
"group_00357","WP_013319712.1","WP_024110265.1","WP_024107529.1","DDA3937_RS19345","DZA65_RS20565","HGI48_RS19445"
