"","X..feature","class","assembly","assembly_unit","seq_type","chromosome","genomic_accession","start","end","strand","product_accession","non.redundant_refseq","related_accession","name","symbol","GeneID","locus_tag","feature_interval_length","product_length","attributes","COG"
"123","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",71649,72566,"+","","",NA,"","",9731449,"DDA3937_RS00305",918,NA,"Dda3937_01151","carbohydrate transport and metabolism"
"124","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",71649,72566,"+","WP_033112179.1","WP_033112179.1",NA,"sugar ABC transporter permease","",9731449,"DDA3937_RS00305",918,305,"","none"
"125","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",72563,73609,"+","","",NA,"","",9731450,"DDA3937_RS00310",1047,NA,"Dda3937_01152","carbohydrate transport and metabolism"
"126","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",72563,73609,"+","WP_033111491.1","WP_033111491.1",NA,"carbohydrate ABC transporter permease","",9731450,"DDA3937_RS00310",1047,348,"","none"
"127","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",73614,74717,"+","","",NA,"","",9731451,"DDA3937_RS00315",1104,NA,"Dda3937_01153","carbohydrate transport and metabolism"
"128","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",73614,74717,"+","WP_033112180.1","WP_033112180.1",NA,"ABC transporter ATP-binding protein","",9731451,"DDA3937_RS00315",1104,367,"","none"
"129","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",74745,75608,"+","","",NA,"","",9731452,"DDA3937_RS00320",864,NA,"Dda3937_01154","general function prediction only"
"130","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",74745,75608,"+","WP_013315772.1","WP_013315772.1",NA,"endonuclease/exonuclease/phosphatase family protein","",9731452,"DDA3937_RS00320",864,287,"","none"
"131","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",75807,76073,"+","","",NA,"","",9731453,"DDA3937_RS00325",267,NA,"Dda3937_01155","none"
"132","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",75807,76073,"+","WP_013315773.1","WP_013315773.1",NA,"DUF1471 domain-containing protein","",9731453,"DDA3937_RS00325",267,88,"","none"
"133","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",76197,76829,"-","","",NA,"","",9731454,"DDA3937_RS00330",633,NA,"Dda3937_01156","none"
"134","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",76197,76829,"-","WP_013315774.1","WP_013315774.1",NA,"hypothetical protein","",9731454,"DDA3937_RS00330",633,210,"","none"
"135","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",76813,78276,"-","","",NA,"","",9731455,"DDA3937_RS00335",1464,NA,"Dda3937_01157","general function prediction only"
"136","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",76813,78276,"-","WP_202796558.1","WP_202796558.1",NA,"AAA family ATPase","",9731455,"DDA3937_RS00335",1464,487,"","none"
"137","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",78371,79555,"-","","",NA,"","",9731456,"DDA3937_RS00340",1185,NA,"Dda3937_01158","general function prediction only"
"138","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",78371,79555,"-","WP_013315776.1","WP_013315776.1",NA,"NAD(P)/FAD-dependent oxidoreductase","",9731456,"DDA3937_RS00340",1185,394,"","none"
"139","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",79859,81367,"+","","",NA,"","pitA",9731457,"DDA3937_RS00345",1509,NA,"Dda3937_01159","none"
"140","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",79859,81367,"+","WP_013315777.1","WP_013315777.1",NA,"inorganic phosphate transporter PitA","pitA",9731457,"DDA3937_RS00345",1509,502,"","none"
"141","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",81499,81834,"-","","",NA,"","uspB",9731458,"DDA3937_RS00350",336,NA,"Dda3937_01160","none"
"142","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",81499,81834,"-","WP_024104057.1","WP_024104057.1",NA,"universal stress protein UspB","uspB",9731458,"DDA3937_RS00350",336,111,"","none"
"143","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",81876,82418,"+","","",NA,"","",56705025,"DDA3937_RS22935",543,NA,"Dda3937_04429","none"
"144","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",81876,82418,"+","WP_013315779.1","WP_013315779.1",NA,"hypothetical protein","",56705025,"DDA3937_RS22935",543,180,"","none"
"145","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",82453,82887,"+","","",NA,"","uspA",9731460,"DDA3937_RS00355",435,NA,"Dda3937_01161","signal transduction mechanisms"
"146","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",82453,82887,"+","WP_013315780.1","WP_013315780.1",NA,"universal stress protein UspA","uspA",9731460,"DDA3937_RS00355",435,144,"","none"
"147","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",82990,84996,"-","","",NA,"","",9731461,"DDA3937_RS00360",2007,NA,"Dda3937_01162","signal transduction mechanisms"
"148","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",82990,84996,"-","WP_013315781.1","WP_013315781.1",NA,"methyl-accepting chemotaxis protein","",9731461,"DDA3937_RS00360",2007,668,"","none"
"149","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",84989,85255,"+","","",NA,"","",56705026,"DDA3937_RS22940",267,NA,"","none"
"150","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",84989,85255,"+","WP_139348277.1","WP_139348277.1",NA,"hypothetical protein","",56705026,"DDA3937_RS22940",267,88,"","none"
"151","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",85230,86045,"+","","",NA,"","yidA",9731462,"DDA3937_RS00365",816,NA,"Dda3937_02521","general function prediction only"
"152","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",85230,86045,"+","WP_013315782.1","WP_013315782.1",NA,"sugar-phosphatase","yidA",9731462,"DDA3937_RS00365",816,271,"","none"
"153","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",86351,87535,"-","","",NA,"","uxuA",9731463,"DDA3937_RS00370",1185,NA,"Dda3937_02522","carbohydrate transport and metabolism"
"154","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",86351,87535,"-","WP_013315783.1","WP_013315783.1",NA,"mannonate dehydratase","uxuA",9731463,"DDA3937_RS00370",1185,394,"","none"
"155","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",87794,88489,"+","","",NA,"","",9731464,"DDA3937_RS00375",696,NA,"Dda3937_02523","transcription"
"156","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",87794,88489,"+","WP_033111493.1","WP_033111493.1",NA,"FadR family transcriptional regulator","",9731464,"DDA3937_RS00375",696,231,"","none"
"157","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",88792,89796,"-","","",NA,"","",9731465,"DDA3937_RS00380",1005,NA,"Dda3937_02524","mobilome: prophages, transposons"
"158","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",88792,89796,"-","WP_013315785.1","WP_013315785.1",NA,"IS110-like element ISEch4 family transposase","",9731465,"DDA3937_RS00380",1005,334,"","none"
"159","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",89920,90177,"-","","",NA,"","",9731466,"DDA3937_RS00385",258,NA,"Dda3937_02525","none"
"160","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",89920,90177,"-","WP_013315786.1","WP_013315786.1",NA,"DUF1471 domain-containing protein","",9731466,"DDA3937_RS00385",258,85,"","none"
"161","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",90607,91893,"+","","",NA,"","",9731467,"DDA3937_RS00390",1287,NA,"Dda3937_02526","none"
"162","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",90607,91893,"+","WP_013315787.1","WP_013315787.1",NA,"DUF3748 domain-containing protein","",9731467,"DDA3937_RS00390",1287,428,"","none"
"163","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",92176,93762,"+","","",NA,"","",9731468,"DDA3937_RS00395",1587,NA,"Dda3937_02527","carbohydrate transport and metabolism"
"164","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",92176,93762,"+","WP_013315788.1","WP_013315788.1",NA,"FGGY-family carbohydrate kinase","",9731468,"DDA3937_RS00395",1587,528,"","none"
"165","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",93834,95483,"+","","",NA,"","",9731469,"DDA3937_RS00400",1650,NA,"Dda3937_02528","none"
"166","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",93834,95483,"+","WP_202796561.1","WP_202796561.1",NA,"signal transduction protein","",9731469,"DDA3937_RS00400",1650,549,"","none"
"167","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",95487,96446,"+","","",NA,"","",9731470,"DDA3937_RS00405",960,NA,"Dda3937_02529","cell wall/membrane/envelope biogenesis"
"168","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",95487,96446,"+","WP_013315790.1","WP_013315790.1",NA,"dihydrodipicolinate synthase family protein","",9731470,"DDA3937_RS00405",960,319,"","none"
"169","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",96463,97509,"+","","",NA,"","",9731471,"DDA3937_RS00410",1047,NA,"Dda3937_02530","cell wall/membrane/envelope biogenesis"
"170","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",96463,97509,"+","WP_033111494.1","WP_033111494.1",NA,"exo-alpha-sialidase","",9731471,"DDA3937_RS00410",1047,348,"","none"
"171","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",97623,98972,"+","","",NA,"","",9731472,"DDA3937_RS00415",1350,NA,"Dda3937_02531","none"
"172","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",97623,98972,"+","WP_013315792.1","WP_013315792.1",NA,"MHS family MFS transporter","",9731472,"DDA3937_RS00415",1350,449,"","none"
"173","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",99073,100077,"+","","",NA,"","",9731473,"DDA3937_RS00420",1005,NA,"Dda3937_02532","transcription"
"174","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",99073,100077,"+","WP_013315793.1","WP_013315793.1",NA,"LacI family DNA-binding transcriptional regulator","",9731473,"DDA3937_RS00420",1005,334,"","none"
"175","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",100071,100439,"-","","",NA,"","",9731474,"DDA3937_RS00425",369,NA,"Dda3937_02533","function unknown"
"176","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",100071,100439,"-","WP_033111495.1","WP_033111495.1",NA,"YceK/YidQ family lipoprotein","",9731474,"DDA3937_RS00425",369,122,"","none"
"177","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",100743,101156,"+","","",NA,"","ibpA",9731475,"DDA3937_RS00430",414,NA,"Dda3937_02534","postranslational modification, protein turnover, chaperones"
"178","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",100743,101156,"+","WP_013315795.1","WP_013315795.1",NA,"heat shock chaperone IbpA","ibpA",9731475,"DDA3937_RS00430",414,137,"","none"
"179","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",101307,101756,"+","","",NA,"","ibpB",9731476,"DDA3937_RS00435",450,NA,"Dda3937_02535","postranslational modification, protein turnover, chaperones"
"180","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",101307,101756,"+","WP_013315796.1","WP_013315796.1",NA,"heat shock chaperone IbpB","ibpB",9731476,"DDA3937_RS00435",450,149,"","none"
"181","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",102431,103843,"+","","",NA,"","",9731477,"DDA3937_RS00440",1413,NA,"Dda3937_02536","carbohydrate transport and metabolism"
"182","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",102431,103843,"+","WP_033111496.1","WP_033111496.1",NA,"anion permease","",9731477,"DDA3937_RS00440",1413,470,"","none"
"183","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",104003,105616,"+","","",NA,"","dcuS",9731478,"DDA3937_RS00445",1614,NA,"Dda3937_02537","signal transduction mechanisms"
"184","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",104003,105616,"+","WP_013315798.1","WP_013315798.1",NA,"two-component system sensor histidine kinase DcuS","dcuS",9731478,"DDA3937_RS00445",1614,537,"","none"
"185","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",105629,106351,"+","","",NA,"","dcuR",9731479,"DDA3937_RS00450",723,NA,"Dda3937_02538","transcription"
"186","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",105629,106351,"+","WP_013315799.1","WP_013315799.1",NA,"two-component system response regulator DcuR","dcuR",9731479,"DDA3937_RS00450",723,240,"","none"
"187","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",106457,107800,"-","","",NA,"","",9731480,"DDA3937_RS00455",1344,NA,"Dda3937_02539","energy production and conversions"
"188","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",106457,107800,"-","WP_033111497.1","WP_033111497.1",NA,"2-hydroxycarboxylate transporter family protein","",9731480,"DDA3937_RS00455",1344,447,"","none"
"189","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",107892,108065,"+","","",NA,"","",56705085,"DDA3937_RS23380",174,NA,"","none"
"190","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",107892,108065,"+","WP_158305112.1","WP_158305112.1",NA,"hypothetical protein","",56705085,"DDA3937_RS23380",174,57,"","none"
"191","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",108795,109088,"+","","",NA,"","",56705027,"DDA3937_RS22950",294,NA,"","none"
"192","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",108795,109088,"+","WP_148226852.1","WP_148226852.1",NA,"hypothetical protein","",56705027,"DDA3937_RS22950",294,97,"","none"
"193","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",109081,110688,"+","","",NA,"","",9731481,"DDA3937_RS00460",1608,NA,"Dda3937_02540","amino acid transport and metabolism"
"194","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",109081,110688,"+","WP_013315801.1","WP_013315801.1",NA,"ABC transporter substrate-binding protein","",9731481,"DDA3937_RS00460",1608,535,"","none"
"195","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",110917,111936,"+","","",NA,"","dppB",9731482,"DDA3937_RS00465",1020,NA,"Dda3937_02541","inorganic ion transport and metabolism"
"196","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",110917,111936,"+","WP_013315802.1","WP_013315802.1",NA,"dipeptide ABC transporter permease DppB","dppB",9731482,"DDA3937_RS00465",1020,339,"","none"
"197","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",111949,112851,"+","","",NA,"","dppC",9731483,"DDA3937_RS00470",903,NA,"Dda3937_02542","inorganic ion transport and metabolism"
"198","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",111949,112851,"+","WP_013315803.1","WP_013315803.1",NA,"dipeptide ABC transporter permease DppC","dppC",9731483,"DDA3937_RS00470",903,300,"","none"
"199","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",112880,113860,"+","","",NA,"","dppD",9731484,"DDA3937_RS00475",981,NA,"Dda3937_02543","inorganic ion transport and metabolism"
"200","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",112880,113860,"+","WP_013315804.1","WP_013315804.1",NA,"dipeptide ABC transporter ATP-binding protein","dppD",9731484,"DDA3937_RS00475",981,326,"","none"
"201","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",113857,114864,"+","","",NA,"","",9731485,"DDA3937_RS00480",1008,NA,"Dda3937_01979","amino acid transport and metabolism"
"202","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",113857,114864,"+","WP_013315805.1","WP_013315805.1",NA,"ABC transporter ATP-binding protein","",9731485,"DDA3937_RS00480",1008,335,"","none"
"203","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",114970,115503,"-","","",NA,"","",9731486,"DDA3937_RS00485",534,NA,"Dda3937_01980","none"
"204","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",114970,115503,"-","WP_013315806.1","WP_013315806.1",NA,"hypothetical protein","",9731486,"DDA3937_RS00485",534,177,"","none"
"205","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",115562,115789,"-","","",NA,"","",23677378,"DDA3937_RS00490",228,NA,"Dda3937_01981","none"
"206","CDS","with_protein","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",115562,115789,"-","WP_033111498.1","WP_033111498.1",NA,"hypothetical protein","",23677378,"DDA3937_RS00490",228,75,"","none"
"207","gene","protein_coding","GCF_000147055.1","Primary Assembly","chromosome",NA,"NC_014500.1",115906,116178,"-","","",NA,"","",9731488,"DDA3937_RS00495",273,NA,"Dda3937_01982","none"
