	Dickeya_dadantii_3937	Dickeya_dianthicola_67_19	Dickeya_dianthicola_ME23	Pectobacterium_carotovorum_WPP14
group_00311	WP_013316299.1	WP_161132785.1	WP_024104574.1	WP_010308321.1
group_00312	WP_013318641.1	WP_192988894.1	WP_024106542.1	WP_180890080.1
group_00313	WP_013318188.1	WP_192988642.1	WP_024106165.1	WP_029369137.1
group_00314	WP_013317908.1	WP_192991284.1	WP_103415875.1	WP_010296116.1
group_00315	WP_013319478.1	WP_192989431.1	WP_024107289.1	WP_010298055.1
group_00316	WP_013319487.1	WP_192989440.1	WP_024107300.1	WP_010299721.1
group_00317	WP_033111766.1	WP_192990896.1	WP_024109843.1	WP_010296894.1
group_00318	WP_013315740.1	WP_192989796.1	WP_024108053.1	WP_010298163.1
group_00319	WP_013316990.1	WP_192990689.1	WP_024105096.1	WP_010298814.1
group_00320	WP_013318067.1	WP_192988561.1	WP_024106041.1	WP_039472931.1
group_00321	WP_013316368.1	WP_192990308.1	WP_024108233.1	WP_010301838.1
group_00322	WP_013316913.1	WP_192990642.1	WP_024105028.1	WP_180890012.1
group_00323	WP_013320116.1	WP_192989846.1	WP_024109378.1	WP_010300211.1
group_00324	WP_013316864.1	WP_192990625.1	WP_024104988.1	WP_010304577.1
group_00325	WP_013319222.1	WP_192989279.1	WP_024107070.1	WP_010299818.1
group_00326	WP_013317459.1	WP_192991008.1	WP_024105504.1	WP_010303353.1
group_00327	WP_013319773.1	WP_192989624.1	WP_024109270.1	WP_180890089.1
group_00328	WP_013317784.1	WP_192991204.1	WP_103415942.1	WP_010306783.1
group_00329	WP_013316863.1	WP_192990624.1	WP_024104987.1	WP_010304574.1
group_00330	WP_013316889.1	WP_192990632.1	WP_024105009.1	WP_010303056.1
group_00331	WP_013317701.1	WP_192991141.1	WP_024105692.1	WP_010308109.1
group_00332	WP_033111485.1	WP_192989791.1	WP_103415854.1	WP_010298180.1
group_00333	WP_013318107.1	WP_192991479.1	WP_024106093.1	WP_161502473.1
group_00334	WP_013318398.1	WP_192988770.1	WP_024106347.1	WP_010307829.1
group_00335	WP_013316327.1	WP_192990282.1	WP_024104598.1	WP_010300018.1
group_00336	WP_013317695.1	WP_192991137.1	WP_024108715.1	WP_039489898.1
group_00337	WP_033111486.1	WP_192989790.1	WP_024104032.1	WP_010298182.1
group_00338	WP_013318984.1	WP_192989142.1	WP_024106871.1	WP_010301150.1
group_00339	WP_013319726.1	WP_192989590.1	WP_024107545.1	WP_010297021.1
group_00340	WP_013317903.1	WP_192991281.1	WP_024108764.1	WP_180890190.1
group_00341	WP_013319665.1	WP_192989565.1	WP_024107485.1	WP_010295538.1
group_00342	WP_013316253.1	WP_192990205.1	WP_024108197.1	WP_010301519.1
group_00343	WP_013319712.1	WP_024110265.1	WP_024107529.1	WP_010296986.1
group_00344	WP_013317750.1	WP_192991177.1	WP_024105740.1	WP_010307088.1
group_00345	WP_013316618.1	WP_192990453.1	WP_024104757.1	WP_010301394.1
group_00346	WP_013319552.1	WP_192989480.1	WP_024107354.1	WP_010300532.1
group_00347	WP_013319899.1	WP_192989977.1	WP_024107697.1	WP_010298649.1
group_00348	WP_013319877.1	WP_192989695.1	WP_024107674.1	WP_010294675.1
group_00349	WP_033111590.1	WP_192990298.1	WP_024104628.1	WP_010308226.1
group_00350	WP_013316631.1	WP_192990460.1	WP_024108313.1	WP_010305867.1
group_00351	WP_013315801.1	WP_192989763.1	WP_024104074.1	WP_010296854.1
group_00352	WP_013319250.1	WP_192989296.1	WP_024107093.1	WP_010305827.1
group_00353	WP_013319808.1	WP_192989651.1	WP_024107613.1	WP_039541736.1
group_00354	WP_013317696.1	WP_192991138.1	WP_024105687.1	WP_010306387.1
group_00355	WP_013317599.1	WP_192991085.1	WP_024105608.1	WP_039472895.1
group_00356	WP_013319770.1	WP_192989620.1	WP_024107582.1	WP_039508572.1
group_00357	WP_013317954.1	WP_192991311.1	WP_024105943.1	WP_029367831.1
group_00358	WP_013319016.1	WP_192989158.1	WP_024106898.1	WP_010302511.1
group_00359	WP_013320058.1	WP_192989883.1	WP_024109355.1	WP_010296560.1
group_00360	WP_013316998.1	WP_192990693.1	WP_024108495.1	WP_180890007.1
group_00361	WP_013319299.1	WP_192989328.1	WP_024109173.1	WP_010294963.1
group_00362	WP_013318455.1	WP_024106399.1	WP_024106399.1	WP_010297172.1
group_00363	WP_013320103.1	WP_192989859.1	WP_024107880.1	WP_010281240.1
group_00364	WP_013318247.1	WP_192988683.1	WP_024106218.1	WP_010295955.1
group_00365	WP_013318271.1	WP_192991485.1	WP_024106241.1	WP_039471749.1
group_00366	WP_071604526.1	WP_024105711.1	WP_024105711.1	WP_010277167.1
group_00367	WP_013318183.1	WP_192988638.1	WP_024106160.1	WP_010308795.1
group_00368	WP_013316858.1	WP_192990620.1	WP_024104982.1	WP_180890017.1
group_00369	WP_013319674.1	WP_192989573.1	WP_024109254.1	WP_010309257.1
group_00370	WP_013319492.1	WP_192989443.1	WP_024107304.1	WP_010299733.1
group_00371	WP_013317700.1	WP_192991465.1	WP_024105691.1	WP_080726782.1
group_00372	WP_013318488.1	WP_192988822.1	WP_024106463.1	WP_010310205.1
group_00373	WP_013318791.1	WP_192988986.1	WP_024106669.1	WP_010303083.1
group_00374	WP_013317509.1	WP_192991033.1	WP_103415960.1	WP_180889996.1
group_00375	WP_013316196.1	WP_192990168.1	WP_024104426.1	WP_039507387.1
group_00376	WP_013318315.1	WP_192988724.1	WP_024109969.1	WP_010302316.1
group_00377	WP_013316585.1	WP_192990437.1	WP_024108304.1	WP_010302006.1
group_00378	WP_013318941.1	WP_192989116.1	WP_024109083.1	WP_010302799.1
group_00379	WP_013316072.1	WP_192990081.1	WP_103415808.1	WP_010308667.1
group_00380	WP_033111568.1	WP_192990152.1	WP_024104410.1	WP_010296218.1
group_00381	WP_013317004.1	WP_192990698.1	WP_024108498.1	WP_039535901.1
group_00382	WP_033111601.1	WP_192990330.1	WP_103415932.1	WP_039541625.1
group_00383	WP_013318034.1	WP_192988543.1	WP_024106009.1	WP_039473353.1
group_00384	WP_013315798.1	WP_161132060.1	WP_024104071.1	WP_039475298.1
group_00385	WP_013319586.1	WP_192989497.1	WP_103415651.1	WP_010295448.1
group_00386	WP_013319441.1	WP_192989415.1	WP_024109195.1	WP_010306323.1
group_00387	WP_033111570.1	WP_192990155.1	WP_024104413.1	WP_010296226.1
group_00388	WP_013319093.1	WP_192989201.1	WP_024106963.1	WP_010308361.1
group_00389	WP_013318693.1	WP_192988926.1	WP_024109013.1	WP_029367417.1
group_00390	WP_013318372.1	WP_192988753.1	WP_099327180.1	WP_010309201.1
group_00391	WP_013319323.1	WP_192989346.1	WP_024107158.1	WP_010304732.1
group_00392	WP_013319263.1	WP_192989304.1	WP_024107104.1	WP_010305090.1
group_00393	WP_013319186.1	WP_192989258.1	WP_024107039.1	WP_010306983.1
group_00394	WP_013316215.1	WP_024104439.1	WP_024104439.1	WP_010295458.1
group_00395	WP_013316888.1	WP_192990631.1	WP_024105008.1	WP_010303052.1
group_00396	WP_013317907.1	WP_192991283.1	WP_024105907.1	WP_010296118.1
group_00397	WP_013319947.1	WP_192989948.1	WP_024109322.1	WP_010300715.1
group_00398	WP_013317735.1	WP_192991166.1	WP_024105725.1	WP_010305310.1
group_00399	WP_013318283.1	WP_192991489.1	WP_024106250.1	WP_180890181.1
group_00400	WP_193345747.1	WP_192991567.1	WP_024109276.1	WP_039541723.1
group_00401	WP_013318770.1	WP_192988973.1	WP_024106653.1	WP_010298589.1
group_00402	WP_013319588.1	WP_192989499.1	WP_103415653.1	WP_010295452.1
group_00403	WP_013315950.1	WP_192990014.1	WP_024104198.1	WP_010301777.1
group_00404	WP_013316401.1	WP_192990326.1	WP_024104674.1	WP_010295745.1
group_00405	WP_033111912.1	WP_192988706.1	WP_024106251.1	WP_010295865.1
group_00406	WP_013317023.1	WP_192990710.1	WP_024105125.1	WP_103860242.1
group_00407	WP_033111724.1	WP_192990929.1	WP_024105458.1	WP_010307417.1
group_00408	WP_013316978.1	WP_192990680.1	WP_024105084.1	WP_010298787.1
group_00409	WP_013316400.1	WP_192990325.1	WP_024108244.1	WP_010295677.1
group_00410	WP_013318884.1	WP_192989068.1	WP_024106745.1	WP_029368331.1
group_00411	WP_013319030.1	WP_161132980.1	WP_024109110.1	WP_010299506.1
group_00412	WP_013315890.1	WP_192989711.1	WP_103415860.1	WP_010299314.1
group_00413	WP_013320031.1	WP_192989903.1	WP_103415819.1	WP_010296589.1
group_00414	WP_033112012.1	WP_192989185.1	WP_024106935.1	WP_010308854.1
group_00415	WP_013316636.1	WP_192990465.1	WP_024104773.1	WP_010305892.1
group_00416	WP_013317610.1	WP_192991089.1	WP_024105618.1	WP_010294805.1
group_00417	WP_033111546.1	WP_192990097.1	WP_024104328.1	WP_010296926.1
group_00418	WP_013319481.1	WP_192989433.1	WP_024107292.1	WP_010298061.1
group_00419	WP_013317887.1	WP_192991269.1	WP_024105887.1	WP_010295195.1
group_00420	WP_013319668.1	WP_192989567.1	WP_024107487.1	WP_039531278.1
group_00421	WP_013319873.1	WP_192989693.1	WP_024109300.1	WP_010294667.1
group_00422	WP_013320027.1	WP_192989906.1	WP_024107820.1	WP_010296591.1
group_00423	WP_013316068.1	WP_192990074.1	WP_024104299.1	WP_029367824.1
group_00424	WP_013319790.1	WP_161132529.1	WP_024109275.1	WP_010299433.1
group_00425	WP_013318362.1	WP_192988747.1	WP_024108874.1	WP_010297791.1
group_00426	WP_013320022.1	WP_192989909.1	WP_024107815.1	WP_010300585.1
group_00427	WP_013318732.1	WP_024106619.1	WP_024106619.1	WP_010285044.1
group_00428	WP_013319333.1	WP_192989351.1	WP_024109183.1	WP_180890101.1
group_00429	WP_033112404.1	WP_192989295.1	WP_024107091.1	WP_010309927.1
group_00430	WP_013316455.1	WP_192990353.1	WP_024104711.1	WP_010308447.1
group_00431	WP_013317358.1	WP_192990891.1	WP_024105406.1	WP_010296909.1
group_00432	WP_013316279.1	WP_192990224.1	WP_024108203.1	WP_010298871.1
group_00433	WP_013316370.1	WP_192990310.1	WP_024108234.1	WP_010301844.1
group_00434	WP_013318698.1	WP_024106588.1	WP_024106588.1	WP_039484058.1
group_00435	WP_013316172.1	WP_192990071.1	WP_024104294.1	WP_010296202.1
group_00436	WP_013319879.1	WP_192989697.1	WP_024107676.1	WP_039508690.1
group_00437	WP_033112158.1	WP_192989880.1	WP_024109358.1	WP_010296556.1
group_00438	WP_013316259.1	WP_161132936.1	WP_024104486.1	WP_010282899.1
group_00439	WP_013317148.1	WP_192990924.1	WP_024105451.1	WP_010303132.1
group_00440	WP_033111784.1	WP_192991022.1	WP_024105522.1	WP_180890146.1
group_00441	WP_013317812.1	WP_192991220.1	WP_024105822.1	WP_010302661.1
group_00442	WP_013317319.1	WP_192991170.1	WP_024108726.1	WP_010305288.1
group_00443	WP_013318413.1	WP_109104996.1	WP_024106360.1	WP_010302205.1
group_00444	WP_013317065.1	WP_192990735.1	WP_024105168.1	WP_010296756.1
group_00445	WP_013316104.1	WP_192990103.1	WP_024104345.1	WP_010284628.1
group_00446	WP_013318887.1	WP_192989071.1	WP_024106748.1	WP_010300960.1
group_00447	WP_033111608.1	WP_192990349.1	WP_024108259.1	WP_039468242.1
group_00448	WP_013316630.1	WP_192990459.1	WP_024108312.1	WP_010305864.1
group_00449	WP_013317910.1	WP_024108767.1	WP_024105910.1	WP_010296112.1
group_00450	WP_013318166.1	WP_192988620.1	WP_024106144.1	WP_010300866.1
group_00451	WP_033112005.1	WP_192991536.1	WP_024106886.1	WP_010302481.1
group_00452	WP_033111822.1	WP_192991135.1	WP_035044645.1	WP_010306407.1
group_00453	WP_013317919.1	WP_192991290.1	WP_024105917.1	WP_010296085.1
group_00454	WP_013319206.1	WP_161143057.1	WP_024107056.1	WP_010305370.1
group_00455	WP_013317008.1	WP_192990701.1	WP_024105111.1	WP_010299157.1
group_00456	WP_013316418.1	WP_192990333.1	WP_024104687.1	WP_010295767.1
group_00457	WP_013316629.1	WP_192990458.1	WP_024108311.1	WP_010305859.1
group_00458	WP_013320157.1	WP_024110353.1	WP_024109390.1	WP_005976551.1
group_00459	WP_013316809.1	WP_192990592.1	WP_024108438.1	WP_010298511.1
group_00460	WP_042318526.1	WP_192989266.1	WP_024107046.1	WP_010308539.1
group_00461	WP_013318351.1	WP_192988742.1	WP_024106307.1	WP_039532164.1
group_00462	WP_013318399.1	WP_192988771.1	WP_024106348.1	WP_010297758.1
group_00463	WP_013316277.1	WP_192990222.1	WP_024104504.1	WP_010298868.1
group_00464	WP_013316278.1	WP_192990223.1	WP_024104505.1	WP_010298870.1
group_00465	WP_033111719.1	WP_192990761.1	WP_024105207.1	WP_010302103.1
group_00466	WP_033111583.1	WP_192990230.1	WP_081634295.1	WP_010307034.1
group_00467	WP_013318261.1	WP_192988694.1	WP_024106232.1	WP_010295901.1
group_00468	WP_013317139.1	WP_192990916.1	WP_024105443.1	WP_010303163.1
group_00469	WP_013316420.1	WP_192990334.1	WP_103415930.1	WP_010295772.1
group_00470	WP_013317640.1	WP_192991104.1	WP_024105640.1	WP_161502575.1
group_00471	WP_013317873.1	WP_192991257.1	WP_024105874.1	WP_010295208.1
group_00472	WP_013318054.1	WP_192988557.1	WP_103415886.1	WP_010299936.1
group_00473	WP_042318721.1	WP_192991386.1	WP_051125476.1	WP_010302330.1
group_00474	WP_013315719.1	WP_192989806.1	WP_024104001.1	WP_010300119.1
group_00475	WP_033111885.1	WP_192988599.1	WP_024106111.1	WP_010302193.1
group_00476	WP_013319792.1	WP_192989633.1	WP_024107598.1	WP_010299440.1
group_00477	WP_013319869.1	WP_192989689.1	WP_024107666.1	WP_010283900.1
group_00478	WP_013319138.1	WP_192989230.1	WP_024109141.1	WP_010300178.1
group_00479	WP_033111914.1	WP_192988708.1	WP_024106254.1	WP_010295862.1
group_00480	WP_013317745.1	WP_192991174.1	WP_103415935.1	WP_010307107.1
group_00481	WP_033112062.1	WP_192989380.1	WP_024107201.1	WP_180890118.1
group_00482	WP_033111923.1	WP_192988743.1	WP_024106308.1	WP_010305725.1
group_00483	WP_013318947.1	WP_192989119.1	WP_024106838.1	WP_010302818.1
group_00484	WP_013319021.1	WP_192989163.1	WP_024106904.1	WP_010310049.1
group_00485	WP_013319861.1	WP_192989681.1	WP_024107659.1	WP_180890087.1
group_00486	WP_013319489.1	WP_192989442.1	WP_024109203.1	WP_010299726.1
group_00487	WP_013318991.1	WP_192989146.1	WP_024106878.1	WP_010301168.1
group_00488	WP_013319868.1	WP_192989687.1	WP_024107665.1	WP_010294657.1
group_00489	WP_013317871.1	WP_192991256.1	WP_024105873.1	WP_010295211.1
group_00490	WP_013317048.1	WP_192990724.1	WP_024108509.1	WP_010302731.1
group_00491	WP_013315990.1	WP_024104227.1	WP_024104227.1	WP_010300332.1
group_00492	WP_013319463.1	WP_024107276.1	WP_024107276.1	WP_010298010.1
group_00493	WP_013316031.1	WP_192990047.1	WP_024104260.1	WP_010296698.1
group_00494	WP_033111567.1	WP_192990148.1	WP_024104405.1	WP_010296188.1
group_00495	WP_013319112.1	WP_192989211.1	WP_024109124.1	WP_010294688.1
group_00496	WP_013317733.1	WP_192991164.1	WP_024105723.1	WP_010305317.1
group_00497	WP_013319469.1	WP_192989428.1	WP_024107281.1	WP_010298027.1
group_00498	WP_013316057.1	WP_192990066.1	WP_024108109.1	WP_010297485.1
group_00499	WP_013315715.1	WP_192989811.1	WP_024103994.1	WP_010300107.1
group_00500	WP_013318197.1	WP_192988649.1	WP_024106174.1	WP_010302628.1
group_00501	WP_013317630.1	WP_161132755.1	WP_024108697.1	WP_010294756.1
group_00502	WP_013315735.1	WP_024104020.1	WP_024104020.1	WP_010298142.1
group_00503	WP_013317783.1	WP_192991200.1	WP_024105776.1	WP_010306786.1
group_00504	WP_013316321.1	WP_161132773.1	WP_024104592.1	WP_010300006.1
group_00505	WP_013315716.1	WP_192989810.1	WP_024103995.1	WP_010300108.1
group_00506	WP_013317625.1	WP_192991096.1	WP_024105628.1	WP_010294765.1
group_00507	WP_013317984.1	WP_192991336.1	WP_024105977.1	WP_010304666.1
group_00508	WP_013316147.1	WP_192990132.1	WP_024108140.1	WP_010302342.1
group_00509	WP_013316235.1	WP_192990201.1	WP_024104475.1	WP_180890023.1
group_00510	WP_013317152.1	WP_192990927.1	WP_024105455.1	WP_103862905.1
group_00511	WP_013319165.1	WP_192989242.1	WP_024107020.1	WP_039475431.1
group_00512	WP_033111876.1	WP_192991477.1	WP_026594782.1	WP_010297917.1
group_00513	WP_013318809.1	WP_192988997.1	WP_024106684.1	WP_010300142.1
group_00514	WP_013320025.1	WP_192989907.1	WP_024107819.1	WP_010296594.1
group_00515	WP_139348364.1	WP_192991570.1	WP_024104164.1	WP_010308160.1
group_00516	WP_013315777.1	WP_192989770.1	WP_024104056.1	WP_010298192.1
group_00517	WP_013319577.1	WP_192989494.1	WP_024107379.1	WP_010295430.1
group_00518	WP_013316850.1	WP_192990619.1	WP_024108451.1	WP_010303966.1
group_00519	WP_013316940.1	WP_024108482.1	WP_024108482.1	WP_029368397.1
group_00520	WP_013315822.1	WP_192989748.1	WP_024104089.1	WP_180890083.1
group_00521	WP_013317256.1	WP_192990834.1	WP_024108582.1	WP_010302077.1
group_00522	WP_013317659.1	WP_192991116.1	WP_024105654.1	WP_010294718.1
group_00523	WP_013319591.1	WP_192989501.1	WP_024107392.1	WP_010296800.1
group_00524	WP_013319883.1	WP_024110305.1	WP_024107680.1	WP_010298674.1
group_00525	WP_013318871.1	WP_192989060.1	WP_024106735.1	WP_010307425.1
group_00526	WP_013316702.1	WP_192990519.1	WP_024104832.1	WP_180890022.1
group_00527	WP_013319232.1	WP_192989285.1	WP_024109159.1	WP_039494705.1
group_00528	WP_033111935.1	WP_192988815.1	WP_024106452.1	WP_180890175.1
group_00529	WP_013316917.1	WP_161131536.1	WP_024108474.1	WP_010301317.1
group_00530	WP_013319259.1	WP_192989303.1	WP_024109163.1	WP_010309160.1
group_00531	WP_013315733.1	WP_024108051.1	WP_024108051.1	WP_010298133.1
group_00532	WP_013319440.1	WP_192989414.1	WP_024107252.1	WP_010306320.1
group_00533	WP_013316982.1	WP_192991418.1	WP_026594687.1	WP_010298796.1
group_00534	WP_013318388.1	WP_192988765.1	WP_024106340.1	WP_010307810.1
group_00535	WP_013319614.1	WP_192989523.1	WP_024109240.1	WP_010297105.1
group_00536	WP_033111510.1	WP_192989728.1	WP_024104120.1	WP_010303269.1
group_00537	WP_013319669.1	WP_024110261.1	WP_024110261.1	WP_010308903.1
group_00538	WP_013318918.1	WP_192989091.1	WP_024106775.1	WP_010305702.1
group_00539	WP_013316835.1	WP_161131573.1	WP_024104963.1	WP_010299095.1
group_00540	WP_013318942.1	WP_024106834.1	WP_024106834.1	WP_005970134.1
group_00541	WP_013319271.1	WP_192989311.1	WP_024107112.1	WP_010305124.1
group_00542	WP_013319071.1	WP_192989190.1	WP_103415915.1	WP_010309451.1
group_00543	WP_013316070.1	WP_192990076.1	WP_026594613.1	WP_010297545.1
group_00544	WP_013317257.1	WP_192990835.1	WP_024108583.1	WP_103862045.1
group_00545	WP_013317806.1	WP_192991216.1	WP_024105816.1	WP_010307879.1
group_00546	WP_042318253.1	WP_192990848.1	WP_103415758.1	WP_029367562.1
group_00547	WP_013315992.1	WP_192990033.1	WP_024104229.1	WP_010300339.1
group_00548	WP_013318457.1	WP_192988809.1	WP_024106400.1	WP_010297169.1
group_00549	WP_013319483.1	WP_192989435.1	WP_024107294.1	WP_010298066.1
group_00550	WP_013319046.1	WP_161133000.1	WP_071598775.1	WP_072013049.1
group_00551	WP_013318705.1	WP_192988932.1	WP_024106594.1	WP_039280207.1
group_00552	WP_013318428.1	WP_024106374.1	WP_024106374.1	WP_010297248.1
group_00553	WP_033112057.1	WP_192989371.1	WP_024107184.1	WP_010295068.1
group_00554	WP_013317921.1	WP_192991292.1	WP_024105919.1	WP_010296080.1
group_00555	WP_013316989.1	WP_192990688.1	WP_024108493.1	WP_010298813.1
group_00556	WP_013316311.1	WP_161132778.1	WP_024104584.1	WP_010302550.1
group_00557	WP_033111496.1	WP_024104070.1	WP_024104070.1	WP_029367708.1
group_00558	WP_013319902.1	WP_192989974.1	WP_024110311.1	WP_010298643.1
group_00559	WP_033112210.1	WP_192990312.1	WP_024104655.1	WP_029368715.1
group_00560	WP_013317810.1	WP_024105820.1	WP_024105820.1	WP_010310094.1
group_00561	WP_013319809.1	WP_024110285.1	WP_024107614.1	WP_010294518.1
group_00562	WP_013320100.1	WP_024109373.1	WP_024107878.1	WP_010302378.1
group_00563	WP_013320016.1	WP_192989915.1	WP_024107808.1	WP_005968056.1
group_00564	WP_013315732.1	WP_192989800.1	WP_024108050.1	WP_010298127.1
group_00565	WP_013318187.1	WP_161132901.1	WP_024106164.1	WP_029369139.1
group_00566	WP_013318535.1	WP_192988839.1	WP_024106505.1	WP_010294847.1
group_00567	WP_013318096.1	WP_192988576.1	WP_024106068.1	WP_010297910.1
group_00568	WP_013318878.1	WP_192989066.1	WP_024106742.1	WP_010300935.1
group_00569	WP_013315977.1	WP_192990024.1	WP_024104214.1	WP_039507251.1
group_00570	WP_013317088.1	WP_192990747.1	WP_024105189.1	WP_010296808.1
group_00571	WP_033111756.1	WP_192990871.1	WP_024105383.1	WP_029368058.1
group_00572	WP_013320024.1	WP_192989908.1	WP_024109347.1	WP_010296596.1
group_00573	WP_033111872.1	WP_192988553.1	WP_024106024.1	WP_010299930.1
group_00574	WP_013319885.1	WP_192989988.1	WP_103415776.1	WP_010298670.1
group_00575	WP_013316006.1	WP_024104241.1	WP_024108101.1	WP_010296636.1
group_00576	WP_013319258.1	WP_192989302.1	WP_024107101.1	WP_010309157.1
group_00577	WP_013319450.1	WP_192989418.1	WP_024107264.1	WP_010297959.1
group_00578	WP_013319771.1	WP_192989621.1	WP_024107583.1	WP_029368754.1
group_00579	WP_013316741.1	WP_029729308.1	WP_024104866.1	WP_010296364.1
group_00580	WP_013319354.1	WP_161131722.1	WP_024107186.1	WP_010295074.1
group_00581	WP_013316187.1	WP_192990160.1	WP_024104418.1	WP_010296269.1
group_00582	WP_033111690.1	WP_192990634.1	WP_026594918.1	WP_010308764.1
group_00583	WP_013316614.1	WP_192990450.1	WP_103415926.1	WP_010301389.1
group_00584	WP_013318697.1	WP_161131645.1	WP_024106587.1	WP_010295367.1
group_00585	WP_013316225.1	WP_192990194.1	WP_024104465.1	WP_146619652.1
group_00586	WP_013316287.1	WP_192990231.1	WP_026594637.1	WP_010307031.1
group_00587	WP_013318052.1	WP_192988555.1	WP_024106026.1	WP_010299934.1
group_00588	WP_013315884.1	WP_192989715.1	WP_071703465.1	WP_010299390.1
group_00589	WP_013319234.1	WP_192989286.1	WP_024107081.1	WP_010299865.1
group_00590	WP_013319848.1	WP_192989670.1	WP_024107646.1	WP_010294621.1
group_00591	WP_013320155.1	WP_029729838.1	WP_024107934.1	WP_010300079.1
group_00592	WP_013318414.1	WP_024106361.1	WP_024106361.1	WP_010297707.1
group_00593	WP_033111961.1	WP_192988953.1	WP_024106628.1	WP_010298969.1
group_00594	WP_013318848.1	WP_192989045.1	WP_024106707.1	WP_010309555.1
group_00595	WP_013317655.1	WP_192991113.1	WP_024105650.1	WP_029367928.1
group_00596	WP_013318003.1	WP_192991356.1	WP_024105994.1	WP_103164947.1
group_00597	WP_013320090.1	WP_192989868.1	WP_024109365.1	WP_010296544.1
